gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,firstPick,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,atakhans,opp_atakhans,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,damagetotowers,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,goldat20,xpat20,csat20,opp_goldat20,opp_xpat20,opp_csat20,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,opp_killsat20,opp_assistsat20,opp_deathsat20,goldat25,xpat25,csat25,opp_goldat25,opp_xpat25,opp_csat25,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,opp_killsat25,opp_assistsat25,opp_deathsat25
13067-13067_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=13067,LPL,2026,Split 1,0,2026-01-17 11:11:12,3,16.01,200,Red,team,,,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,0,,Yunara,Sion,Karma,Gnar,Braum,Taliyah,Pantheon,Kai'Sa,Rell,K'Sante,1966,0,12,17,31,12,17,,,,,0,,,,0.3662,0.8850,0,2,3,,,,,,,,,2,,,,1,0,0,3,,0,1,,,0,3,9,,,,,0,1,58586,1787.9756,,3594.7508,,,146,4.4557,55,1.6785,59,361,11.0173,61672,40241,1228.1078,,59730,-0.0537951,,,,214,175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,1,Blue,top,Kiin,oe:player:03daae1844b9ad257324c3eedf41e28,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,Sion,Azir,Orianna,Malphite,Aphelios,Corki,,,,,,1682,1,4,2,11,27,9,1,0,0,0,0,0,0,0,0.9631,1.2485,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,20203,720.6778,0.20336,967.8835,1949.2152,2311,19,0.6778,2,0.0713,6,38,1.3555,10762,7055,251.6647,0.148499,9850,,,244,244,0,,,8.7039,3309,4619,85,3811,5201,98,-502,-582,-13,0,1,1,1,1,0,5034,8399,145,5480,8871,154,-446,-472,-9,0,1,1,1,1,0,7118,11909,200,7410,11666,201,-292,243,-1,1,3,1,2,1,1,8852,15378,240,8838,14300,238,14,1078,2,1,7,1,2,1,2
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,2,Blue,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,Ambessa,Azir,Orianna,Malphite,Aphelios,Corki,,,,,,1682,1,8,1,12,27,9,0,0,0,0,0,0,0,0,0.9631,1.2485,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,0,0,23087,823.5553,0.23239,1085.4221,1145.8502,3156,10,0.3567,10,0.3567,8,53,1.8906,14622,10915,389.3579,0.229746,11800,,,253,27,226,,,9.0250,4215,4201,78,3830,4460,79,385,-259,-1,2,1,0,0,3,1,6361,7182,120,5754,6487,118,607,695,2,3,3,0,1,3,2,9172,10977,176,7234,8274,150,1938,2703,26,4,6,0,1,3,3,12216,14083,216,8496,9176,160,3720,4907,56,5,8,0,1,4,4
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,3,Blue,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,Anivia,Azir,Orianna,Malphite,Aphelios,Corki,,,,,,1682,1,6,1,16,27,9,1,0,0,0,0,0,0,1,0.9631,1.2485,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,2,0,29955,1068.5493,0.301522,796.9798,382.0452,16694,15,0.5351,11,0.3924,4,38,1.3555,14405,10698,381.6171,0.225178,13750,,,269,251,18,,,9.5957,4522,4832,86,3811,3845,76,711,987,10,2,4,1,2,1,3,7098,8016,149,5387,6564,131,1711,1452,18,4,4,1,2,1,3,10062,10987,199,6755,8222,164,3307,2765,35,5,7,1,2,1,4,12494,15672,248,8951,11730,201,3543,3942,47,6,10,1,3,1,5
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,4,Blue,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,Yunara,Azir,Orianna,Malphite,Aphelios,Corki,,,,,,1682,1,6,1,10,27,9,1,1,0,0,0,0,0,0,0.9631,1.2485,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,20346,725.7788,0.204799,624.5422,361.1058,11640,12,0.4281,9,0.3210,5,34,1.2128,17590,13883,495.2319,0.292217,15305,,,305,301,4,,,10.8799,3298,3668,85,3769,4185,106,-471,-517,-21,0,0,0,0,0,0,6362,6621,140,6266,5964,150,96,657,-10,0,3,0,0,1,1,10051,10203,212,8540,9042,218,1511,1161,-6,1,6,0,0,2,1,13170,13712,261,10747,11996,274,2423,1716,-13,2,9,1,0,3,1
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,5,Blue,sup,Duro,oe:player:605821ebcf6a2e53f03ec6e8e463d1b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,Rell,Azir,Orianna,Malphite,Aphelios,Corki,,,,,,1682,1,3,4,21,27,9,0,0,0,0,0,0,0,0,0.9631,1.2485,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,5755,205.2913,0.0579289,628.9655,847.4554,702,58,2.0690,14,0.4994,14,122,4.3520,8665,4958,176.8609,0.10436,8110,,,32,28,4,,,1.1415,2976,2783,12,2311,2611,15,665,172,-3,2,2,1,0,1,2,4323,3615,20,3400,3480,23,923,135,-3,2,5,2,0,1,3,5660,4538,25,4362,4478,24,1298,60,1,2,9,3,0,1,4,7184,6074,29,5311,4856,26,1873,1218,3,3,12,3,0,1,5
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,6,Red,top,PerfecT,oe:player:29bef8f5895e5e4fef8ff0945e68567,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,Renekton,Neeko,Jayce,Cassiopeia,Lulu,Poppy,,,,,,1682,0,2,3,1,8,27,0,0,0,0,0,0,0,0,0.2854,1.2485,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,18077,644.8395,0.280194,1378.1094,1050.4994,425,13,0.4637,5,0.1784,6,43,1.5339,9425,5718,203.9715,0.198047,8800,,,251,250,1,,,8.9536,3811,5201,98,3309,4619,85,502,582,13,1,1,0,0,1,1,5480,8871,154,5034,8399,145,446,472,9,1,1,0,0,1,1,7410,11666,201,7118,11909,200,292,-243,1,2,1,1,1,3,1,8838,14300,238,8852,15378,240,-14,-1078,-2,2,1,2,1,7,1
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,7,Red,jng,Cuzz,oe:player:f9fe6d28d5b67bf9ac673b2cc8edf15,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,Wukong,Neeko,Jayce,Cassiopeia,Lulu,Poppy,,,,,,1682,0,3,7,4,8,27,1,0,0,0,1,0,1,0,0.2854,1.2485,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0,0,8823,314.7325,0.136757,991.9976,699.9881,1797,10,0.3567,14,0.4994,9,55,1.9620,10413,6706,239.2152,0.232266,10208,,,161,15,146,,,5.7432,3830,4460,79,4215,4201,78,-385,259,1,0,3,1,2,1,0,5754,6487,118,6361,7182,120,-607,-695,-2,1,3,2,3,3,0,7234,8274,150,9172,10977,176,-1938,-2703,-26,1,3,3,4,6,0,8496,9176,160,12216,14083,216,-3720,-4907,-56,1,4,4,5,8,0
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,8,Red,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,Ryze,Neeko,Jayce,Cassiopeia,Lulu,Poppy,,,,,,1682,0,3,7,1,8,27,0,0,0,0,1,1,0,0,0.2854,1.2485,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,2,13798,492.1998,0.213869,850.6659,499.1201,1074,8,0.2854,2,0.0713,6,18,0.6421,9857,6150,219.3817,0.213009,9750,,,225,221,4,,,8.0262,3811,3845,76,4522,4832,86,-711,-987,-10,2,1,3,2,4,1,5387,6564,131,7098,8016,149,-1711,-1452,-18,2,1,3,4,4,1,6755,8222,164,10062,10987,199,-3307,-2765,-35,2,1,4,5,7,1,8951,11730,201,12494,15672,248,-3543,-3942,-47,3,1,5,6,10,1
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,Ziggs,Neeko,Jayce,Cassiopeia,Lulu,Poppy,,,,,,1682,0,0,3,3,8,27,0,0,0,0,0,0,0,0,0.2854,1.2485,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,20322,724.9227,0.314992,363.2105,168.7634,2712,15,0.5351,9,0.3210,8,45,1.6052,11866,8159,291.0464,0.28259,11050,,,294,294,0,,,10.4875,3769,4185,106,3298,3668,85,471,517,21,0,0,0,0,0,0,6266,5964,150,6362,6621,140,-96,-657,10,0,1,1,0,3,0,8540,9042,218,10051,10203,212,-1511,-1161,6,0,2,1,1,6,0,10747,11996,274,13170,13712,261,-2423,-1716,13,0,3,1,2,9,1
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,10,Red,sup,Pollu,oe:player:3126bca5d4d2555ba3b460699508e16,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,Nautilus,Neeko,Jayce,Cassiopeia,Lulu,Poppy,,,,,,1682,0,0,7,1,8,27,0,0,0,0,0,0,0,0,0.2854,1.2485,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,3496,124.7087,0.0541881,549.5244,555.0178,0,48,1.7122,6,0.2140,12,86,3.0678,5846,2139,76.3020,0.0740882,5435,,,26,26,0,,,0.9275,2311,2611,15,2976,2783,12,-665,-172,3,0,1,2,2,2,1,3400,3480,23,4323,3615,20,-923,-135,3,0,1,3,2,5,2,4362,4478,24,5660,4538,25,-1298,-60,-1,0,1,4,2,9,3,5311,4856,26,7184,6074,29,-1873,-1218,-3,0,1,5,3,12,3
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,100,Blue,team,,,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,,Azir,Orianna,Malphite,Aphelios,Corki,Yunara,Anivia,Sion,Ambessa,Rell,1682,1,27,9,70,27,9,3,1,0,0,0,,,,0.9631,1.2485,1,4,0,4,0,0,0,0,1,1,2,,0,0,1,1,0,3,0,1,1,0,0,0,1,10,0,1,1,40,7,2,0,99346,3543.8526,,4103.7931,4685.6718,34503,114,4.0666,46,1.6409,37,285,10.1665,66044,47510,1694.7681,,58815,0.260855,2.96,,851,252,,,39.3460,18320,20103,346,17532,20302,374,788,-199,-28,6,8,3,3,6,6,29178,33833,574,26287,31366,576,2891,2467,-2,9,16,4,4,7,9,42063,48614,812,34301,41682,757,7762,6932,55,13,31,5,5,8,13,53916,64919,994,42343,52058,899,11573,12861,95,17,46,6,6,10,17
LOLTMNT03_337782,complete,,LCK,2026,Cup,0,2026-01-17 12:05:01,2,16.01,200,Red,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1,,Neeko,Jayce,Cassiopeia,Lulu,Poppy,Ryze,Renekton,Wukong,Ziggs,Nautilus,1682,0,8,27,10,8,27,1,0,0,0,1,,,,0.2854,1.2485,0,0,4,0,4,0,0,0,0,0,0,,0,0,0,0,1,0,3,0,0,1,0,0,0,0,10,0,0,7,40,0,2,64516,2301.4031,,4133.5077,2973.3888,6008,94,3.3532,36,1.2842,41,247,8.8109,47407,28873,1029.9524,,45243,-0.260855,-2.96,,806,151,,,34.1379,17532,20302,374,18320,20103,346,-788,199,28,3,6,6,6,8,3,26287,31366,576,29178,33833,574,-2891,-2467,2,4,7,9,9,16,4,34301,41682,757,42063,48614,812,-7762,-6932,-55,5,8,13,13,31,5,42343,52058,899,53916,64919,994,-11573,-12861,-95,6,10,17,17,46,6
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,1,Blue,top,Soboro,oe:player:38e0af7278d6769d0c81d7c4b47ac1e,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,K'Sante,Rumble,Varus,Orianna,Gnar,Jax,,,,,,2130,1,2,2,4,16,12,,,,,,0,,,0.4507,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17323,487.9718,0.172698,825.7746,,,13,0.3662,9,0.2535,4,46,1.2958,12186,7565,213.0986,0.152897,11935,,,279,279,0,0,0,7.8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,2,Blue,jng,Wei,oe:player:b61e517b1a6027160aafaf56e9867c0,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,Dr. Mundo,Rumble,Varus,Orianna,Gnar,Jax,,,,,,2130,1,0,2,11,16,12,,,,,,0,,,0.4507,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25172,709.0704,0.250956,1740.6761,,,23,0.6479,20,0.5634,19,97,2.7324,14564,9943,280.0845,0.200958,12574,,,263,25,238,163,15,7.4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,3,Blue,mid,Rookie,oe:player:1213778b5c6d69dcb26aa89f7d0aaa9,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,Syndra,Rumble,Varus,Orianna,Gnar,Jax,,,,,,2130,1,6,2,7,16,12,,,,,,0,,,0.4507,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28152,793.0141,0.280667,382.4789,,,19,0.5352,13,0.3662,5,51,1.4366,16570,11949,336.5915,0.2415,14169,,,350,343,7,0,3,9.8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,4,Blue,bot,Photic,oe:player:1c42d9266c8b391c7870b7a39f25a12,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,Kai'Sa,Rumble,Varus,Orianna,Gnar,Jax,,,,,,2130,1,7,0,6,16,12,,,,,,0,,,0.4507,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21048,592.9014,0.209843,543.0141,,,19,0.5352,9,0.2535,5,52,1.4648,19697,15076,424.6761,0.304699,15679,,,365,330,35,19,8,10.2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,5,Blue,sup,Jwei,oe:player:dfe5b204f04f40a84019af080662259,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,Neeko,Rumble,Varus,Orianna,Gnar,Jax,,,,,,2130,1,1,6,9,16,12,,,,,,0,,,0.4507,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610,242.5352,0.0858361,477.1549,,,60,1.6901,19,0.5352,17,134,3.7746,9566,4945,139.2958,0.0999454,8895,,,45,45,0,0,0,1.2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,6,Red,top,Xiaoxu,oe:player:8007ba25dee37ac1e4445a6e9f8d252,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,1,Renekton,Ambessa,Akali,Sylas,LeBlanc,Ahri,,,,,,2130,0,1,3,5,12,16,,,,,,0,,,0.3380,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16871,475.2394,0.160356,1188.5634,,,21,0.5915,6,0.1690,4,63,1.7746,13288,8667,244.1408,0.208562,12089,,,337,327,10,5,0,9.4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,7,Red,jng,JunJia,oe:player:a22a6d1fe8786cf83675e2d932fbffe,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,1,Malphite,Ambessa,Akali,Sylas,LeBlanc,Ahri,,,,,,2130,0,1,3,7,12,16,,,,,,0,,,0.3380,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10286,289.7465,0.0977695,734.5634,,,15,0.4225,10,0.2817,15,58,1.6338,11854,7233,203.7465,0.174055,11374,,,217,21,196,160,4,6.1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,8,Red,mid,HongQ,oe:player:a179853ac2a0832657b9de8b9ba0020,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,1,Azir,Ambessa,Akali,Sylas,LeBlanc,Ahri,,,,,,2130,0,3,4,5,12,16,,,,,,0,,,0.3380,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34367,968.0845,0.326657,640.1408,,,24,0.6761,18,0.5070,10,65,1.8310,13490,8869,249.8310,0.213423,12954,,,290,286,4,0,4,8.1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,9,Red,bot,GALA,oe:player:867e8957fae1cb59f0808dbcc3aada2,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,1,Yunara,Ambessa,Akali,Sylas,LeBlanc,Ahri,,,,,,2130,0,6,4,2,12,16,,,,,,0,,,0.3380,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34775,979.5775,0.330533,523.7465,,,13,0.3662,18,0.5070,4,52,1.4648,17503,12882,362.8732,0.309989,16099,,,384,378,6,6,0,10.8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,10,Red,sup,Vampire,oe:player:41ad87cfc159526f62529db61162a2a,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,1,Lulu,Ambessa,Akali,Sylas,LeBlanc,Ahri,,,,,,2130,0,1,2,9,12,16,,,,,,1,,,0.3380,0.7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8910,250.9859,0.0846846,310.7606,,,70,1.9718,13,0.3662,24,138,3.8873,8526,3905,110.0000,0.0939721,8130,,,24,24,0,0,0,0.6761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,100,Blue,team,,,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,,Rumble,Varus,Orianna,Gnar,Jax,Neeko,Dr. Mundo,Kai'Sa,Syndra,K'Sante,2130,1,16,12,37,16,12,,,,,0,,,,0.4507,0.7887,0,3,2,,,,,,,,,3,,,,1,0,3,0,,2,0,,,0,8,3,,,,,1,0,100305,2825.4930,,3969.0986,,,134,3.7746,70,1.9718,50,380,10.7042,72583,49479,1393.7746,,63252,0.0420669,,,,280,182,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 12:22:23,1,16.01,200,Red,team,,,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,1,,Ambessa,Akali,Sylas,LeBlanc,Ahri,Malphite,Yunara,Lulu,Renekton,Azir,2130,0,12,16,28,12,16,,,,,1,,,,0.3380,0.7887,1,2,3,,,,,,,,,2,,,,0,1,0,3,,0,2,,,1,3,8,,,,,0,1,105209,2963.6338,,3397.8028,,,143,4.0282,65,1.8310,57,375,10.5634,64661,41557,1170.6197,,60646,-0.0420669,,,,217,171,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 13:21:55,2,16.01,1,Blue,top,Soboro,oe:player:38e0af7278d6769d0c81d7c4b47ac1e,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,Sion,Rumble,Jayce,Varus,Jax,Alistar,,,,,,1724,0,1,2,1,5,16,,,,,,0,,,0.1740,0.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17422,606.3341,0.266838,1175.6729,,,10,0.3480,1,0.0348,2,23,0.8005,11350,7557,263.0046,0.235815,11175,,,277,277,0,0,0,9.6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 13:21:55,2,16.01,2,Blue,jng,Wei,oe:player:b61e517b1a6027160aafaf56e9867c0,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,Xin Zhao,Rumble,Jayce,Varus,Jax,Alistar,,,,,,1724,0,2,5,1,5,16,,,,,,0,,,0.1740,0.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9748,339.2575,0.149299,1135.3016,,,12,0.4176,10,0.3480,8,51,1.7749,10410,6617,230.2900,0.206484,9550,,,194,15,179,145,8,6.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 13:21:55,2,16.01,3,Blue,mid,Rookie,oe:player:1213778b5c6d69dcb26aa89f7d0aaa9,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,LeBlanc,Rumble,Jayce,Varus,Jax,Alistar,,,,,,1724,0,2,3,3,5,16,,,,,,0,,,0.1740,0.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18105,630.1044,0.277305,686.3457,,,10,0.3480,13,0.4524,3,41,1.4269,10310,6517,226.8097,0.203364,10029,,,228,228,0,0,0,7.9350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 13:21:55,2,16.01,4,Blue,bot,Photic,oe:player:1c42d9266c8b391c7870b7a39f25a12,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,Aphelios,Rumble,Jayce,Varus,Jax,Alistar,,,,,,1724,0,0,3,3,5,16,,,,,,0,,,0.1740,0.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17650,614.2691,0.270324,568.4339,,,13,0.4524,9,0.3132,4,37,1.2877,12283,8490,295.4756,0.264927,11959,,,291,285,6,4,0,10.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 13:21:55,2,16.01,5,Blue,sup,Jwei,oe:player:dfe5b204f04f40a84019af080662259,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,Thresh,Rumble,Jayce,Varus,Jax,Alistar,,,,,,1724,0,0,3,4,5,16,,,,,,0,,,0.1740,0.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366,82.3434,0.036233,515.5336,,,41,1.4269,12,0.4176,13,94,3.2715,6658,2865,99.7100,0.0894103,6231,,,47,47,0,0,0,1.6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13068-13068_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=13068,LPL,2026,Split 1,0,2026-01-17 13:21:55,2,16.01,6,Red,top,Xiaoxu,oe:player:8007ba25dee37ac1e4445a6e9f8d252,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,1,Zaahen,Akali,Ambessa,Jarvan IV,Pantheon,Wukong,,,,,,1724,1,5,1,4,16,5,,,,,,0,,,0.5568,0.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20279,705.7657,0.216055,1140.9049,,,15,0.5220,1,0.0348,4,41,1.4269,12340,8547,297.4594,0.202497,11657,,,251,238,13,4,1,8.7355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
